tradition_type,name,slot,description_raw,description_clean
TRADITION_NIWIITIKEEMEKONAAKI,Niwiitikeemekonaaki I,Tradition,+1 [icon:YIELD_CULTURE] Culture in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] on the [icon:CITY_RURAL] Mawaskawe Skote for every [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+1 Culture in Cities on the Mawaskawe Skote for every City-State you are Suzerain of.
TRADITION_NIWIITIKEEMEKONAAKI_II,Niwiitikeemekonaaki II,Tradition,+2 [icon:YIELD_CULTURE] Culture in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] on the [icon:CITY_RURAL] Mawaskawe Skote for every [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+2 Culture in Cities on the Mawaskawe Skote for every City-State you are Suzerain of.
TRADITION_NORMAN_SYNCRETISM_ANTIQUITY,Sauveté I,Tradition,"+1 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] on [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified Districts[/TIP], doubled in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age. +25 [icon:Action_Heal] HP on [icon:CITY_FORTIFIED] Fortified Districts.","+1 Culture and Gold on Fortified Districts, doubled in Captured Settlements from any Age. +25 HP on Fortified Districts."
TRADITION_NORMAN_SYNCRETISM_MODERN,Sauveté II,Tradition,"+2 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] on [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified Districts[/TIP], doubled in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age. +25 [icon:Action_Heal] HP on [icon:CITY_FORTIFIED] Fortified Districts.","+2 Culture and Gold on Fortified Districts, doubled in Captured Settlements from any Age. +25 HP on Fortified Districts."
TRADITION_NOUVEAU_RICHE,Nouveau Riche,Tradition,+50% [icon:YIELD_FOOD] and [icon:YIELD_HAPPINESS] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+50% Food and Happiness Maintenance for Specialists.
TRADITION_NO_ETERNAL_ALLIES_I,No Eternal Allies I,Tradition,"+5% [icon:YIELD_FOOD] Food and [icon:YIELD_GOLD] Gold in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], but -5% [icon:YIELD_GOLD] Gold in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital for every [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Alliance[/TIP].","+5% Food and Gold in Towns, but -5% Gold in the Capital for every Alliance."
TRADITION_NO_ETERNAL_ALLIES_II,No Eternal Allies II,Tradition,"+10% [icon:YIELD_FOOD] Food and [icon:YIELD_GOLD] Gold in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], but -5% [icon:YIELD_GOLD] Gold in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital for every [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Alliance[/TIP].","+10% Food and Gold in Towns, but -5% Gold in the Capital for every Alliance."
TRADITION_OLIGARCHY_UNHAPPINESS,Decadence,Tradition,-6 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with unfilled [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP].,-6 Happiness in Settlements with unfilled Resource Capacity.
TRADITION_OLIGARCHY_UNREST,LOC_TRADITION_OLIGARCHY_UNREST_NAME,Tradition,,
TRADITION_OPPRESSIVE_TARIFFS,Oppressive Tariffs,Tradition,-1 [icon:YIELD_GOLD] per [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialist[/TIP].,-1 Gold per Specialist.
TRADITION_ORATORY,Oratory,Policy,+2 [icon:YIELD_DIPLOMACY] per turn.,+2 Influence per turn.
TRADITION_ORDER_AND_PROGRESS_I,Order and Progress I,Tradition,+2 [icon:YIELD_SCIENCE] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted into the [icon:GOVERNMENT] Government.,+2 Science in Cities for every Tradition slotted into the Government.
TRADITION_ORDER_AND_PROGRESS_II,Order and Progress II,Tradition,+4 [icon:YIELD_SCIENCE] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted into the [icon:GOVERNMENT] Government.,+4 Science in Cities for every Tradition slotted into the Government.
TRADITION_OSMANLI_BAROK_I,Osmanlı Barok I,Tradition,+2[icon:YIELD_HAPPINESS] Happiness from displayed [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP].,+2Happiness Happiness from displayed Great Works.
TRADITION_OSMANLI_BAROK_II,Osmanlı Barok II,Tradition,+3[icon:YIELD_HAPPINESS] Happiness from displayed [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP]. +15% [icon:YIELD_PRODUCTION] Production towards constructing Museums.,+3Happiness Happiness from displayed Great Works. +15% Production towards constructing Museums.
TRADITION_OTTOMANS_SYNCRETISM_ANTIQUITY,Mehterân I,Tradition,+5 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_SIEGE_UNITS_TOOLTIP]Siege Units[/TIP]. +1 [icon:UNIT_MOVEMENT_ICON] Movement for [TIP:LOC_PEDIA_CONCEPTS_SIEGE_UNITS_TOOLTIP]Siege[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_SUPPORT_UNIT_TOOLTIP]Support Units[/TIP].,+5 Combat Strength for Siege Units. +1 Movement for Siege and Support Units.
TRADITION_OTTOMANS_SYNCRETISM_EXPLORATION,Mehterân II,Tradition,+5 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_SIEGE_UNITS_TOOLTIP]Siege Units[/TIP]. +1 [icon:UNIT_MOVEMENT_ICON] Movement for [TIP:LOC_PEDIA_CONCEPTS_SIEGE_UNITS_TOOLTIP]Siege[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_SUPPORT_UNIT_TOOLTIP]Support Units[/TIP]. Training a [TIP:LOC_PEDIA_CONCEPTS_SIEGE_UNITS_TOOLTIP]Siege Unit[/TIP] grants [icon:YIELD_HAPPINESS] Happiness towards [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebrations[/TIP] equal to 50% of the Unit’s [icon:YIELD_PRODUCTION] Production cost.,+5 Combat Strength for Siege Units. +1 Movement for Siege and Support Units. Training a Siege Unit grants Happiness towards Celebrations equal to 50% of the Unit’s Production cost.
TRADITION_O_YATOI_GAIKOKUJIN_I,O-yatoi Gaikokujin I,Tradition,+1 [icon:YIELD_PRODUCTION] and [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP] in the Capital.,+1 Production and Science from Specialists in the Capital.
TRADITION_O_YATOI_GAIKOKUJIN_II,O-yatoi Gaikokujin II,Tradition,+1 [icon:YIELD_PRODUCTION] and [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+1 Production and Science from Specialists.
TRADITION_PALISADING_I,Palisading I,Tradition,+50% [icon:YIELD_PRODUCTION] towards constructing [icon:CITY_FORTIFIED] Fortification Constructibles.,+50% Production towards constructing Fortification Constructibles.
TRADITION_PALISADING_II,Palisading II,Tradition,+50% [icon:YIELD_PRODUCTION] towards constructing [icon:CITY_FORTIFIED] Fortification Constructibles. +1 [icon:YIELD_HAPPINESS] and [icon:YIELD_PRODUCTION] on [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified Districts[/TIP].,+50% Production towards constructing Fortification Constructibles. +1 Happiness and Production on Fortified Districts.
TRADITION_PANJI,Panji,Tradition,+1 [icon:YIELD_CULTURE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP] on or adjacent to [icon:CITY_UNIMPROVED] Coast.,+1 Culture from Specialists on or adjacent to Coast.
TRADITION_PATRONAGE,Patronage,Policy,+2 [icon:YIELD_CULTURE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:YIELD_HAPPINESS] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+2 Culture from Specialists. +1 Happiness Maintenance on Specialists.
TRADITION_PELOPONNESIAN_LEAGUE_I,Peloponnesian League I,Tradition,+30% [icon:YIELD_DIPLOMACY] towards initiating [icon:SANCTIONS] [TIP:LOC_PEDIA_CONCEPTS_SANCTION_TOOLTIP]Sanctions[/TIP].,+30% Influence towards initiating Sanctions.
TRADITION_PELOPONNESIAN_LEAGUE_II,Peloponnesian League II,Tradition,+50% [icon:YIELD_DIPLOMACY] towards initiating [icon:SANCTIONS] [TIP:LOC_PEDIA_CONCEPTS_SANCTION_TOOLTIP]Sanctions[/TIP] and [icon:ESPIONAGE] [TIP:LOC_PEDIA_CONCEPTS_ESPIONAGE_TOOLTIP]Espionage[/TIP] Actions.,+50% Influence towards initiating Sanctions and Espionage Actions.
TRADITION_PEOPLES_ARMY,People's Army,Policy,"+25% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Land Military Units[/TIP], but +1 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Land Military Units[/TIP].","+25% Production towards training Land Military Units, but +1 Gold Maintenance for Land Military Units."
TRADITION_PERSIA_SYNCRETISM_EXPLORATION,Fractal Rule I,Tradition,+1 [icon:YIELD_CULTURE] on [icon:CITY_RURAL] Unique Improvements. +1 [icon:YIELD_GOLD] on Unique Improvements and Buildings in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age.,+1 Culture on Unique Improvements. +1 Gold on Unique Improvements and Buildings in Captured Settlements from any Age.
TRADITION_PERSIA_SYNCRETISM_MODERN,Fractal Rule II,Tradition,+2 [icon:YIELD_CULTURE] on [icon:CITY_RURAL] Unique Improvements. +2 [icon:YIELD_GOLD] on Unique Improvements and Buildings in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Captured Settlements[/TIP] from any Age.,+2 Culture on Unique Improvements. +2 Gold on Unique Improvements and Buildings in Captured Settlements from any Age.
TRADITION_PET_KOT,Pet Kot,Tradition,+1 [icon:YIELD_SCIENCE] on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] in [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_VEGETATED_TERRAIN_TOOLTIP]Vegetated Terrain[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,+1 Science on Improvements in Vegetated Terrain in Cities.
TRADITION_PIRATE_REPUBLIC_SYNCRETISM_ANTIQUITY,Brethren of the Coast I,Tradition,+2 [icon:YIELD_PRODUCTION] Production on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on or adjacent to Coast. -1 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_URBAN] Districts not on or adjacent to Coast.,+2 Production on Districts on or adjacent to Coast. -1 Happiness on Districts not on or adjacent to Coast.
TRADITION_PIRATE_REPUBLIC_SYNCRETISM_MODERN,Brethren of the Coast II,Tradition,+3 [icon:YIELD_PRODUCTION] Production on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on or adjacent to Coast. -2 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_URBAN] Districts not on or adjacent to Coast.,+3 Production on Districts on or adjacent to Coast. -2 Happiness on Districts not on or adjacent to Coast.
TRADITION_PITHI_CHRAT_I,Pithi Chrat I,Tradition,"+1 [icon:YIELD_FOOD] on [TIP:LOC_PEDIA_CONCEPTS_FLOODPLAINS_TOOLTIP]Floodplains[/TIP] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], but -5 [icon:YIELD_FOOD] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] other than your [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP].","+1 Food on Floodplains in Towns, but -5 Food in Cities other than your Capital."
TRADITION_PITHI_CHRAT_II,Pithi Chrat II,Tradition,"+2 [icon:YIELD_FOOD] on [TIP:LOC_PEDIA_CONCEPTS_FLOODPLAINS_TOOLTIP]Floodplains[/TIP] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], but -10 [icon:YIELD_FOOD] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] other than your [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP].","+2 Food on Floodplains in Towns, but -10 Food in Cities other than your Capital."
TRADITION_PLAGUE_CULTS,Plague Cults,Tradition,Gain 100 [icon:YIELD_CULTURE] (Scales by Game Speed) when [icon:UNIT_PHYSICIAN] Physicians Treat the Sick on a [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP] with a Temple.,Gain 100 Culture (Scales by Game Speed) when Physicians Treat the Sick on a District with a Temple.
TRADITION_POLICE_STATE,Police State,Policy,+8 [icon:YIELD_HAPPINESS] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] while at [icon:WAR] War.,+8 Happiness in Cities while at War.
TRADITION_PORT_OF_NATIONS_I,Port of Nations I,Tradition,+2 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] for every active [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP]. +100% [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] adjacent to Coast.,+2 Culture and Gold for every active Trade Route. +100% Trade Income in Settlements adjacent to Coast.
TRADITION_PORT_OF_NATIONS_II,Port of Nations II,Tradition,+3 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] for every active [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP]. +200% [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] adjacent to Coast.,+3 Culture and Gold for every active Trade Route. +200% Trade Income in Settlements adjacent to Coast.
TRADITION_PRATHETSARAT,Prathetsarat,Tradition,+20% [icon:YIELD_DIPLOMACY] towards initiating [icon:DIPLOMATIC_ACTION] Diplomatic Actions with [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-States[/TIP].,+20% Influence towards initiating Diplomatic Actions with City-States.
TRADITION_PRESERVATION_SOCIETIES,Preservation Societies,Policy,+3 [icon:YIELD_SCIENCE] from displayed [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP].,+3 Science from displayed Great Works.
TRADITION_PRESS_GANGS_I,Press Gangs I,Tradition,+100% [icon:YIELD_PRODUCTION] Production and [icon:YIELD_GOLD] Gold towards training Light Naval Units. [icon:UNIT_FLEET_COMMANDER] [TIP:LOC_PEDIA_CONCEPTS_COMMANDER_TOOLTIP]Fleet Commander[/TIP] gain the [icon:NAR_REW_PROMOTION] [TIP:LOC_PROMOTION_FLEET_LOOTING_DESCRIPTION]Looting Promotion[/TIP] for free.,+100% Production and Gold towards training Light Naval Units. Fleet Commander gain the Looting Promotion for free.
TRADITION_PRESS_GANGS_II,Press Gangs II,Tradition,+150% [icon:YIELD_PRODUCTION] Production and [icon:YIELD_GOLD] Gold towards training Light Naval Units. [icon:UNIT_FLEET_COMMANDER] [TIP:LOC_PEDIA_CONCEPTS_COMMANDER_TOOLTIP]Fleet Commander[/TIP] gain the [icon:NAR_REW_PROMOTION] [TIP:LOC_PROMOTION_FLEET_LOOTING_DESCRIPTION]Looting Promotion[/TIP] for free.,+150% Production and Gold towards training Light Naval Units. Fleet Commander gain the Looting Promotion for free.
TRADITION_PRIESTHOOD,Priesthood,Policy,+2 [icon:YIELD_GOLD] in all [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].,+2 Gold in all Settlements.
TRADITION_PRINCEPS_CIVITATIS_I,Princeps Civitatis I,Tradition,+1 [icon:YIELD_PRODUCTION] on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] in your [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+1 Production on Districts in your Capital.
TRADITION_PRINCEPS_CIVITATIS_II,Princeps Civitatis II,Tradition,+2 [icon:YIELD_PRODUCTION] on [icon:CITY_URBAN] Districts in your [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+2 Production on Districts in your Capital.
TRADITION_PROCEEDINGS,Proceedings,Tradition,+4 [icon:YIELD_CULTURE] Culture and [icon:YIELD_SCIENCE] Science in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with both a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] and a [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] slotted. [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] receive +3 [icon:YIELD_PRODUCTION] Production for each [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_FACTORY_RESOURCES_TOOLTIP]Factory Resource[/TIP] assigned to them.,+4 Culture and Science in Cities with both a Great Work and a Resource slotted. Settlements receive +3 Production for each Factory Resource assigned to them.
TRADITION_PRODUCTIVE_FORCES_DETERMINISM,Productive Forces Determinism,Policy,+3 [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. -3 [icon:YIELD_GOLD] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,+3 Science from Specialists. -3 Gold in Towns.
TRADITION_PROGNOSIS,Prognosis,Tradition,+2 [icon:YIELD_SCIENCE] on Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in [icon:YIELD_PLAGUE] [TIP:LOC_PEDIA_CONCEPTS_INFECTED_TOOLTIP]Infected[/TIP] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] but -4 [icon:YIELD_GOLD] on Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+2 Science on Science Buildings in Infected Settlements but -4 Gold on Science Buildings.
TRADITION_PROJECTION_OF_FORCE,Projection of Force,Policy,"+50% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP], but +1 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP].","+50% Production towards training Naval Units, but +1 Gold Maintenance for Naval Units."
TRADITION_PROLETARIAT,Proletariat,Policy,+4 [icon:YIELD_FOOD] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. -3 [icon:YIELD_HAPPINESS] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,+4 Food from Specialists. -3 Happiness in Towns.
TRADITION_PROPAGANDA,Propaganda,Policy,[icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] gain [icon:YIELD_GOLD] equal to your [icon:ATTRIBUTE_ECONOMIC] Economic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP]. -5 [icon:YIELD_CULTURE] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,Towns gain Gold equal to your Economic Attribute. -5 Culture in Cities.
TRADITION_PROSECUTE_APOSTATES,Prosecute Apostates,Tradition,+5 [icon:YIELD_HAPPINESS] in [icon:YIELD_PLAGUE] [TIP:LOC_PEDIA_CONCEPTS_INFECTED_TOOLTIP]Infected[/TIP] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with a [icon:UNIT_ARMY_COMMANDER] Commander [TIP:LOC_PEDIA_CONCEPTS_STATIONED_TOOLTIP]stationed[/TIP] but -5 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with no Altar.,+5 Happiness in Infected Settlements with a Commander stationed but -5 Happiness in Settlements with no Altar.
TRADITION_PROVINCIAL_SCORN,Provincial Scorn,Tradition,-6 [icon:YIELD_HAPPINESS] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,-6 Happiness in Towns.
TRADITION_PRUSSIA_SYNCRETISM_ANTIQUITY,Tugenden I,Tradition,+2 [icon:YIELD_SCIENCE] from active [icon:SANCTIONS] [/b][TIP:LOC_PEDIA_CONCEPTS_SANCTION_TOOLTIP]Sanctions[/TIP] you started.,+2 Science from active Sanctions you started.
TRADITION_PRUSSIA_SYNCRETISM_EXPLORATION,Tugenden II,Tradition,+3 [icon:YIELD_SCIENCE] from active [icon:SANCTIONS] [/b][TIP:LOC_PEDIA_CONCEPTS_SANCTION_TOOLTIP]Sanctions[/TIP] you started.,+3 Science from active Sanctions you started.
TRADITION_PUBLIC_WORKS,Public Works,Policy,+30% [icon:YIELD_PRODUCTION] towards completing [icon:DEFAULT_PROJECT] [TIP:LOC_PEDIA_CONCEPTS_PROJECTS_TOOLTIP]Projects[/TIP].,+30% Production towards completing Projects.
TRADITION_PURGED_OFFICER_CORP,Purged Officer Corp,Tradition,-6 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] on all [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP].,-6 Combat Strength on all Military Units.
TRADITION_QAJAR_SYNCRETISM_ANTIQUITY,Waqāye'-e Ettefāqiya I,Tradition,+1 [icon:YIELD_DIPLOMACY] Influence in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital for every [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] under the [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP].,+1 Influence in the Capital for every Settlement under the Settlement Limit.
TRADITION_QAJAR_SYNCRETISM_EXPLORATION,Waqāye'-e Ettefāqiya II,Tradition,+1 [icon:YIELD_HAPPINESS] Happiness and [icon:YIELD_DIPLOMACY] Influence in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital for every [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] under the [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP].,+1 Happiness and Influence in the Capital for every Settlement under the Settlement Limit.
TRADITION_QILACHAS_I,Qilachas I,Tradition,+1 [icon:YIELD_GOLD] on [icon:CITY_FORTIFIED] Fortified [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP].,+1 Gold on Fortified Districts.
TRADITION_QILACHAS_II,Qilachas II,Tradition,+2 [icon:YIELD_GOLD] on [icon:CITY_FORTIFIED] Fortified [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP].,+2 Gold on Fortified Districts.
TRADITION_QING_SYNCRETISM_ANTIQUITY,Ethnic Stratification I,Tradition,+2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+2 Resource Capacity in the Capital.
